mart_name,category,availability_score,price_score,quality_score,variety_score,recommendation_score,price_band,stock_confidence,gift_suitability,daily_use_suitability,cooking_suitability,ready_to_eat_suitability,premium_feel,local_experience,tourist_accessibility,bulk_buy_suitability,delivery_friendliness,time_efficiency,tourist_fit,resident_fit,recommended_for,avoid_if,summary_copy,notes
El Corte Inglés Serrano,생수/음료,5,3,3,3,4,보통,항상 있음,2,4,3,2,4,2,4,4,4,5,5,3,"기본 음료 보충, 숙소용 구매",프리미엄 와인·기념품 쇼핑이 목적일 때,백화점형 프리미엄 장보기 거점에서 생수나 음료를 살 때 무난하게 연결되는 선택지,"선물용과 관광객 친화성이 강하고, 생각보다 일식 재료가 잘 보이는 편이었다. 가격이 아주 압도적으로 비싸다기보다 정돈된 선택지가 많았고, 밀키트류 존재감은 약했다."
El Corte Inglés Serrano,와인,3,3,4,4,5,보통,항상 있음,5,2,2,3,4,2,3,3,5,3,5,2,"기념품, 저녁 식사, 선물용",대량 가성비 주류 쇼핑이 목적일 때,관광객이 와인을 실패 없이 고르기 쉬운 백화점형 선택지,"선물용과 관광객 친화성이 강하고, 생각보다 일식 재료가 잘 보이는 편이었다. 가격이 아주 압도적으로 비싸다기보다 정돈된 선택지가 많았고, 밀키트류 존재감은 약했다."
El Corte Inglés Serrano,일식 재료,5,3,4,5,5,보통,보통,3,3,2,2,4,2,5,3,4,4,5,3,"일식 재료 탐색, 색다른 식재료 경험",현지 전통 식재료 체험이 우선일 때,의외로 일식 재료가 꽤 보여 발견의 재미가 있는 백화점형 매장,"현장 기준 예상보다 일식 관련 상품이 눈에 띄었고, 여행자가 접근하기 쉬운 진열이 장점이었다."
El Corte Inglés Serrano,아시아 식재료,4,3,3,5,4,보통,보통,3,3,2,2,4,2,5,3,4,4,5,3,"아시아 요리, 유학생, 대체 식재료 탐색",전문 아시아 마켓 수준을 기대할 때,백화점형 프리미엄 장보기 거점에서 아시아 식재료를 찾을 때 무난하게 연결되는 선택지,"선물용과 관광객 친화성이 강하고, 생각보다 일식 재료가 잘 보이는 편이었다. 가격이 아주 압도적으로 비싸다기보다 정돈된 선택지가 많았고, 밀키트류 존재감은 약했다."
El Corte Inglés Serrano,PB상품,5,5,3,4,4,저렴한 편,항상 있음,1,4,1,2,4,2,3,4,4,5,5,4,"유학생, 반복 구매, 생활비 절약",고급 선물용 쇼핑이 목적일 때,백화점형 프리미엄 장보기 거점에서 PB상품 위주로 장볼 때 무난하게 연결되는 선택지,"선물용과 관광객 친화성이 강하고, 생각보다 일식 재료가 잘 보이는 편이었다. 가격이 아주 압도적으로 비싸다기보다 정돈된 선택지가 많았고, 밀키트류 존재감은 약했다."
El Corte Inglés Serrano,우유/요거트,5,4,3,4,4,저렴한 편,항상 있음,2,4,3,2,4,2,4,4,4,5,5,4,"아침 식사, 생활형 장보기",프리미엄 치즈·델리 경험이 목적일 때,백화점형 프리미엄 장보기 거점에서 우유나 요거트를 보충할 때 무난하게 연결되는 선택지,"선물용과 관광객 친화성이 강하고, 생각보다 일식 재료가 잘 보이는 편이었다. 가격이 아주 압도적으로 비싸다기보다 정돈된 선택지가 많았고, 밀키트류 존재감은 약했다."
El Corte Inglés Serrano,달걀,5,4,3,4,4,저렴한 편,항상 있음,2,4,3,2,4,2,5,4,4,5,5,4,"집밥, 요리용 기본 재료",관광용 기념품 쇼핑이 목적일 때,백화점형 프리미엄 장보기 거점에서 달걀 같은 기본 식재료를 살 때 무난하게 연결되는 선택지,"선물용과 관광객 친화성이 강하고, 생각보다 일식 재료가 잘 보이는 편이었다. 가격이 아주 압도적으로 비싸다기보다 정돈된 선택지가 많았고, 밀키트류 존재감은 약했다."
El Corte Inglés Serrano,파스타/면,5,4,3,4,4,저렴한 편,항상 있음,2,4,3,2,4,2,5,4,4,5,5,4,"생활형 요리, 장기 체류자",시장형 신선식품 체험이 목적일 때,백화점형 프리미엄 장보기 거점에서 파스타나 면류를 장볼 때 무난하게 연결되는 선택지,"선물용과 관광객 친화성이 강하고, 생각보다 일식 재료가 잘 보이는 편이었다. 가격이 아주 압도적으로 비싸다기보다 정돈된 선택지가 많았고, 밀키트류 존재감은 약했다."
El Corte Inglés Serrano,빵/베이커리,4,3,4,4,4,보통,항상 있음,3,4,4,2,4,2,4,4,4,4,5,3,"아침 식사, 간단한 간식, 관광객",대형 선물용 식품 쇼핑이 목적일 때,백화점형 프리미엄 장보기 거점에서 빵이나 베이커리를 고를 때 무난하게 연결되는 선택지,"선물용과 관광객 친화성이 강하고, 생각보다 일식 재료가 잘 보이는 편이었다. 가격이 아주 압도적으로 비싸다기보다 정돈된 선택지가 많았고, 밀키트류 존재감은 약했다."
El Corte Inglés Serrano,샐러드/간편채소,5,4,3,4,4,보통,보통,2,4,5,2,4,2,4,4,4,5,5,3,"건강식, 빠른 식사, 혼밥",시장형 제철 채소 탐색이 목적일 때,백화점형 프리미엄 장보기 거점에서 샐러드나 간편채소를 살 때 무난하게 연결되는 선택지,"선물용과 관광객 친화성이 강하고, 생각보다 일식 재료가 잘 보이는 편이었다. 가격이 아주 압도적으로 비싸다기보다 정돈된 선택지가 많았고, 밀키트류 존재감은 약했다."
El Corte Inglés Serrano,맥주,5,4,3,4,4,저렴한 편,항상 있음,3,3,3,2,4,2,4,4,4,5,5,3,"숙소용 음료, 저녁 장보기, 친구 모임",와인·프리미엄 주류 탐색이 목적일 때,백화점형 프리미엄 장보기 거점에서 맥주를 고를 때 무난하게 연결되는 선택지,"선물용과 관광객 친화성이 강하고, 생각보다 일식 재료가 잘 보이는 편이었다. 가격이 아주 압도적으로 비싸다기보다 정돈된 선택지가 많았고, 밀키트류 존재감은 약했다."
El Corte Inglés Serrano,기념품용 간식,3,3,4,4,4,보통,보통,5,2,3,3,4,2,3,3,5,3,5,2,"관광객, 선물용, 회사·지인용 간단 선물",생활비 절약형 대량 장보기가 목적일 때,관광객이 기념품용 간식을 실패 없이 고르기 쉬운 백화점형 선택지,포장감과 접근성이 좋아 가벼운 스페인 선물용 간식을 고르기 편하다.
Mercado de la Paz,하몽,4,3,5,4,4,높은 편,항상 있음,5,1,5,2,5,5,4,1,1,2,5,2,"관광객, 선물용, 스페인 대표 식재료",최저가 생활 장보기가 우선일 때,하몽을 가장 현지답게 고를 수 있는 시장형 식재료 목적지,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,올리브오일,4,3,5,4,4,보통,항상 있음,5,2,5,2,5,5,4,1,1,2,5,2,"관광객, 집밥용, 선물용",브랜드 탐색보다 무조건 최저가가 중요할 때,올리브오일을 시장 감성으로 고르고 싶을 때 어울리는 곳,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,치즈,4,3,5,4,4,높은 편,항상 있음,5,1,5,2,5,5,4,1,1,2,5,2,"관광객, 미식 탐방, 와인 안주",생활형 대량 구매가 우선일 때,치즈를 가장 현지답게 고를 수 있는 시장형 식재료 목적지,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,초리소,4,3,4,3,4,보통,보통,4,1,4,2,5,5,4,1,1,2,5,2,"델리 식품 탐색, 집밥 보조 재료",강한 현지 체험이나 강한 가성비만 기대할 때,초리소를 시장형 동선 안에서 보조적으로 고를 수 있는 선택지,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,토마토,4,3,5,3,4,보통,보통,2,3,4,2,5,5,4,1,1,2,5,2,"직접 요리, 신선 채소 보충",냉동·즉석식 중심 쇼핑일 때,토마토 같은 신선 채소를 시장 감성으로 고르기 좋은 곳,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,납작복숭아,3,3,4,3,4,보통,시즌성,3,3,4,2,5,5,4,1,0,1,5,2,"제철 과일 체험, 관광객",항상 같은 재고 안정성을 기대할 때,제철 납작복숭아를 시장 감성으로 보고 싶을 때 어울리는 곳,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,오렌지,4,3,4,3,4,보통,항상 있음,3,3,4,2,5,5,4,1,1,2,5,2,"아침용 과일, 생활형 과일 보충",프리미엄 과일 체험이 목적일 때,오렌지 같은 기본 과일을 시장형으로 고르기 좋은 곳,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,포도,3,3,4,3,4,보통,시즌성,3,3,4,2,5,5,4,1,0,1,5,2,"과일 보충, 간단한 안주 재료",과일 전문 마켓 경험을 기대할 때,제철 과일을 시장 분위기에서 고르기 좋은 곳,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,빠에야 재료,4,3,5,4,4,보통,보통,2,3,3,2,5,5,5,1,1,2,5,2,"직접 요리, 친구 모임, 관광객 체험",바로 먹는 음식이 급할 때,빠에야 재료를 가장 현지답게 모을 수 있는 시장형 식재료 목적지,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,가스파초 재료,4,3,5,3,4,보통,보통,2,3,3,2,5,5,5,1,1,2,5,2,"여름 요리, 신선 채소 장보기",생활용품 중심 쇼핑일 때,가스파초 재료를 신선하게 고르기 좋은 시장형 식재료 목적지,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,토르티야 재료,4,3,4,3,4,보통,항상 있음,3,3,4,2,5,5,5,1,1,2,5,2,"집밥, 유학생, 기본 식재료 장보기",프리미엄 식재료 경험이 더 중요할 때,토르티야 재료를 신선식품 중심으로 모으기 좋은 곳,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,해산물,5,3,5,5,5,높은 편,보통,2,1,3,2,5,5,4,1,1,1,5,2,"빠에야, 해산물 요리, 미식 탐방",저렴한 냉동 해산물 중심 장보기,해산물을 가장 현지답게 고를 수 있는 시장형 식재료 목적지,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,쌀,5,4,4,3,2,저렴한 편,항상 있음,2,1,4,2,5,5,5,1,1,2,5,1,"생활형 요리, 기본 재료 보충",전문 쌀 카테고리 다양성을 기대할 때,쌀을 메인으로 보기에는 맞지 않는 시장형 식재료 목적지,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,냉동식품,5,4,4,4,2,저렴한 편,항상 있음,1,1,5,2,5,5,3,1,1,2,3,1,"유학생, 혼밥, 바쁜 일정",신선식품 중심 장보기가 목적일 때,냉동식품을 기준으로 일상 장보기를 하기엔 비효율적인 시장형 선택지,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,즉석식품,4,4,4,4,2,저렴한 편,보통,1,1,5,2,5,5,2,1,1,2,3,1,"바로 먹는 식사, 늦은 저녁, 혼밥",정통 식재료 탐색이 목적일 때,즉석식품을 기준으로 일상 장보기를 하기엔 비효율적인 시장형 선택지,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,생활 용품,1,2,2,1,1,저렴한 편,항상 있음,1,1,2,2,5,5,2,1,1,2,3,1,"장기 체류자, 유학생, 보충형 장보기",기념품형 쇼핑이 목적일 때,생활 용품을 기준으로 일상 장보기를 하기엔 비효율적인 시장형 선택지,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,청소용품,1,2,1,1,1,저렴한 편,보통,1,1,2,2,5,5,2,1,1,2,3,1,"자취, 생활비 절약형 장보기",식재료 중심 장보기가 목적일 때,청소용품을 기준으로 일상 장보기를 하기엔 비효율적인 시장형 선택지,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,생수/음료,5,3,4,3,2,보통,항상 있음,2,1,4,2,5,5,3,1,1,2,3,1,"기본 음료 보충, 숙소용 구매",프리미엄 와인·기념품 쇼핑이 목적일 때,생수/음료를 기준으로 일상 장보기를 하기엔 비효율적인 시장형 선택지,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,와인,3,3,5,4,4,높은 편,항상 있음,5,1,3,3,5,5,2,1,1,1,5,2,"기념품, 저녁 식사, 선물용",대량 가성비 주류 쇼핑이 목적일 때,와인을 시장형 동선 안에서 보조적으로 고를 수 있는 선택지,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,일식 재료,4,3,5,5,2,보통,보통,3,1,3,2,5,5,5,1,1,2,5,1,"일식 재료 탐색, 색다른 식재료 경험",현지 전통 식재료 체험이 우선일 때,일식 재료를 메인으로 보기에는 맞지 않는 시장형 식재료 목적지,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,아시아 식재료,4,3,4,5,2,보통,보통,3,1,3,2,5,5,5,1,1,2,5,1,"아시아 요리, 유학생, 대체 식재료 탐색",전문 아시아 마켓 수준을 기대할 때,아시아 식재료를 메인으로 보기에는 맞지 않는 시장형 식재료 목적지,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,PB상품,5,5,4,4,2,저렴한 편,항상 있음,1,1,2,2,5,5,2,1,1,2,3,1,"유학생, 반복 구매, 생활비 절약",고급 선물용 쇼핑이 목적일 때,PB상품을 기준으로 일상 장보기를 하기엔 비효율적인 시장형 선택지,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,우유/요거트,5,4,4,4,2,저렴한 편,항상 있음,2,1,4,2,5,5,3,1,1,2,3,1,"아침 식사, 생활형 장보기",프리미엄 치즈·델리 경험이 목적일 때,우유/요거트를 기준으로 일상 장보기를 하기엔 비효율적인 시장형 선택지,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,달걀,5,4,4,4,2,저렴한 편,항상 있음,2,1,4,2,5,5,5,1,1,2,3,1,"집밥, 요리용 기본 재료",관광용 기념품 쇼핑이 목적일 때,달걀을 기준으로 일상 장보기를 하기엔 비효율적인 시장형 선택지,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,파스타/면,5,4,4,4,2,저렴한 편,항상 있음,2,1,4,2,5,5,5,1,1,2,3,1,"생활형 요리, 장기 체류자",시장형 신선식품 체험이 목적일 때,파스타/면을 기준으로 일상 장보기를 하기엔 비효율적인 시장형 선택지,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
